code,name
GOOG/SHA_600664,"Harbin Pharmaceutical Group Co., Ltd. (600664)"
GOOG/SHA_600665,"Tande Co., Ltd. (600665)"
GOOG/SHA_600666,"Southwest Pharmaceutical Co., Ltd. (600666)"
GOOG/SHA_600667,Wuxi Taiji Industry Limited Corporation (600667)
GOOG/SHA_600668,Zhejiang Jianfeng Group Co. Ltd (600668)
GOOG/SHA_600671,Hangzhou Tian-Mu-Shan Pharm. Enterp. Co (600671)
GOOG/SHA_600673,Guangdong Hec Technology Holding Co Ltd (600673)
GOOG/SHA_600674,Sichuan Chuantou Energy Stock Co Ltd (600674)
GOOG/SHA_600675,China Enterprise Company Limited (600675)
GOOG/SHA_600676,Shanghai Jiao Yun Group Co Ltd (600676)
GOOG/SHA_600677,Aerospace Communications Holdings Co Ltd (600677)
GOOG/SHA_600678,Sichuan Golden Summit (Grp) Joint-Stock (600678)
GOOG/SHA_600679,"Jinshan Development &amp; Cons. Co., Ltd. (600679)"
GOOG/SHA_600680,Shanghai Potevio Co Ltd. (600680)
GOOG/SHA_600681,Winowner Group Co Ltd. (600681)
GOOG/SHA_600682,Nanjing Xinjiekou Department Store CoLtd (600682)
GOOG/SHA_600683,Metro Land Corp Ltd (600683)
GOOG/SHA_600684,Guangzhou Pearl River Ind. Development (600684)
GOOG/SHA_600685,CSSC Offshore &amp; Marine Engg Group Co Ltd (600685)
GOOG/SHA_600686,"Xiamen King Long Motor Group Co., Ltd. (600686)"
GOOG/SHA_600687,Gansu Gangtai Holding Group Co Ltd (600687)
GOOG/SHA_600688,Sinopec Shanghai Petrochemical Co Ltd (600688)
GOOG/SHA_600689,Shanghai Sanmao Enterprise (Grp) Co Ltd (600689)
GOOG/SHA_600690,"Qingdao Haier Co., Ltd. (600690)"
GOOG/SHA_600691,Yangmei Chemical Co Ltd (600691)
GOOG/SHA_600692,"Shanghai Ya Tong Co., Ltd (600692)"
GOOG/SHA_600693,Fujian Dongbai Group Co Ltd (600693)
GOOG/SHA_600694,"DASHANG CO., LTD. (600694)"
GOOG/SHA_600695,Shanghai Greencourt Investment Gp Co Ltd (600695)
GOOG/SHA_600696,"Shanghai Duolun Industry Co., Ltd. (600696)"
GOOG/SHA_600697,Chang Chun Eurasia Group Co. Ltd (600697)
GOOG/SHA_600698,Hunan Tyen Machinery Co Ltd (600698)
GOOG/SHA_600699,Ningbo Joyson Electronic Corp (600699)
GOOG/SHA_600701,Habin Gong Da High-Tech Entprs. Devel Co (600701)
GOOG/SHA_600702,Sichuan Tuopai Shede Wine Co Ltd (600702)
GOOG/SHA_600703,"SANAN OPTOELECTRONICS CO.,LTD (600703)"
GOOG/SHA_600704,Zhejiang Mtrl Indstrl Zhgd Ytg Gp Co Ltd (600704)
GOOG/SHA_600705,AVIC Capital Holdings Co Ltd (600705)
GOOG/SHA_600706,XiAn Qujiang Cultural Tourism Co Ltd (600706)
GOOG/SHA_600707,"Irico Display Devices Co., Ltd. (600707)"
GOOG/SHA_600708,"Shanghai Haibo Co., Ltd. (600708)"
GOOG/SHA_600710,Changlin Company Limited (600710)
GOOG/SHA_600711,Chengtun Mining Group Co Ltd (600711)
GOOG/SHA_600712,"Nanning Department Store Co.,Ltd. (600712)"
GOOG/SHA_600713,NanJing Medical Company Limited (600713)
GOOG/SHA_600714,Qinghai Jinrui Mineral Developmnt Co Ltd (600714)
GOOG/SHA_600715,"SongLiao Automobile Co., Ltd (600715)"
GOOG/SHA_600716,Jiangsu Phoenix Property Investment Co (600716)
GOOG/SHA_600717,Tianjin Port Company Limited (600717)
GOOG/SHA_600718,Neusoft Corporation (600718)
GOOG/SHA_600719,"Dalian Thermal Power Co., Ltd. (600719)"
GOOG/SHA_600720,Gansu QiLianShan Cement Co Ltd (600720)
GOOG/SHA_600721,"Xinjiang Baihuacun Co.,Ltd. (600721)"
GOOG/SHA_600722,"HeBei Jinniu Chemical Industry Co.,Ltd (600722)"
GOOG/SHA_600723,Beijing Capital Retailing Group Co Ltd (600723)
GOOG/SHA_600724,Ningbo Fuda Company Limited (600724)
GOOG/SHA_600725,Yunnan Yunwei Company Limited (600725)
GOOG/SHA_600726,Huadian Energy Company Ltd. (600726)
GOOG/SHA_600727,"Shandong Lubei Chemical Co., Ltd (600727)"
GOOG/SHA_600728,PCI-Suntek Technology Co Ltd (600728)
GOOG/SHA_600729,Chongqing Department Store Co. Ltd (600729)
GOOG/SHA_600730,"China Hi-Tech Group Co., Ltd. (600730)"
GOOG/SHA_600731,"Hunan Haili Chemical Co., Ltd. (600731)"
GOOG/SHA_600732,"Shanghai Xinmei Real Estate Co., Ltd. (600732)"
GOOG/SHA_600733,"ChengDu QianFeng Electronics Co., Ltd. (600733)"
GOOG/SHA_600734,Fujian Start Group Co Ltd (600734)
GOOG/SHA_600735,"Shandong Hiking International Co., Ltd. (600735)"
GOOG/SHA_600736,"Suzhou New District Hi-Tech Ind. Co.,Ltd (600736)"
GOOG/SHA_600737,"COFCO Xinjiang Tunhe Co., Ltd. (600737)"
GOOG/SHA_600738,Lanzhou Minbai Shareholding (Grp) Co (600738)
GOOG/SHA_600739,"Liaoning Cheng Da Co., Ltd (600739)"
GOOG/SHA_600740,"Shanxi Coking Co., Ltd. (600740)"
GOOG/SHA_600741,HUAYU Automotive Systems Co Ltd (600741)
GOOG/SHA_600742,Changchun Faway Automobile Cmpnts Co Ltd (600742)
GOOG/SHA_600743,HUAYUAN PROPERTY CO. LTD (600743)
GOOG/SHA_600744,"Datang Huayin Electric Power Co., Ltd. (600744)"
GOOG/SHA_600745,"JoinuIn (Holding) Co., Ltd (600745)"
GOOG/SHA_600746,"Jiangsu SOPO Chemical Co.,Ltd (600746)"
GOOG/SHA_600747,Dalian Daxian Enterprises Holdings Co (600747)
GOOG/SHA_600748,"Shanghai Industrial Development Co., Ltd (600748)"
GOOG/SHA_600749,"Tibet Tourism Co., Ltd. (600749)"
GOOG/SHA_600750,Jiangzhong Pharmaceutical Co Ltd (600750)
GOOG/SHA_600751,Tianjin Marine Shipping Co. Ltd. B (600751)
GOOG/SHA_600753,Henan Oriental Silver Star Inv Co Ltd (600753)
GOOG/SHA_600754,Shanghai Jinjiang Int'l Hotels Devlpt. (600754)
GOOG/SHA_600755,"Xiamen ITG Group Corp.,Ltd (600755)"
GOOG/SHA_600756,Inspur Software Co Ltd (600756)
GOOG/SHA_600757,Changjiang Publishing and Media Co Ltd (600757)
GOOG/SHA_600758,Liaoning Hongyang Energy Resource Invest (600758)
GOOG/SHA_600759,Geo-Jade Petroleum Corp (600759)
GOOG/SHA_600760,Zhonghang Heibao Co Ltd (600760)
GOOG/SHA_600761,"Anhui Heli Co.,Ltd (600761)"
GOOG/SHA_600763,Topchoice Medical Corporation (600763)
GOOG/SHA_600764,CEC CoreCast Corporation Limited (600764)
GOOG/SHA_600765,AVIC Heavy Machinery Co Ltd (600765)
GOOG/SHA_600766,YanTai Yuancheng Gold Co Ltd (600766)
GOOG/SHA_600767,Winsan Shanghai Medical Scie&amp;Tech Co Ltd (600767)
GOOG/SHA_600768,"Ningbo Fubang Jingye Group Co., Ltd. (600768)"
GOOG/SHA_600769,Wuhan Xianglong Power Industry Co Ltd (600769)
GOOG/SHA_600770,"Jiangsu Zongyi Co., Ltd (600770)"
GOOG/SHA_600771,GuangYuYuan Chinese Herbal Medicn Co Ltd (600771)
GOOG/SHA_600773,Tibet Urban Development&amp;Investmnt Co Ltd (600773)
GOOG/SHA_600774,"Wuhan Hanshang Group Co., Ltd. (600774)"
GOOG/SHA_600775,Nanjing Panda Electronics Co Ltd (600775)
GOOG/SHA_600776,"Eastern Communication Co., Ltd. (600776)"
GOOG/SHA_600777,"Yantai Xinchao Industry Co., Ltd (600777)"
GOOG/SHA_600778,"XINJIANG YOUHAO (GROUP) CO.,LTD (600778)"
GOOG/SHA_600779,"Sichuan Swellfun Co., Ltd. (600779)"
GOOG/SHA_600780,Top Energy Company Ltd Shanxi (600780)
GOOG/SHA_600781,Furen Pharmaceutical Grp Industry Co Ltd (600781)
GOOG/SHA_600782,"Xinyu Iron &amp; Steel Co., Ltd. (600782)"
GOOG/SHA_600783,Luxin Venture Capital Group Co Ltd (600783)
GOOG/SHA_600784,"Luyin Investment Group Co., Ltd (600784)"
GOOG/SHA_600785,Yinchuan Xinhua Commercial Group Co Ltd (600785)
GOOG/SHA_600787,CMST Development Co Ltd (600787)
GOOG/SHA_600789,"Shandong Lukang Pharmaceutical Co., Ltd (600789)"
GOOG/SHA_600790,Zhejiang China Light &amp;Textile Industrial (600790)
GOOG/SHA_600791,Beih-Property Co Ltd (600791)
GOOG/SHA_600792,Yunnan Coal and Energy Co Ltd (600792)
GOOG/SHA_600793,"Yibin Paper Industry Co., Ltd. (600793)"
GOOG/SHA_600794,Zhangjiagang Freetrade Sci &amp;Tech Co Ltd (600794)
GOOG/SHA_600795,GD Power Development Co Ltd (600795)
GOOG/SHA_600796,Zhejiang Qianjiang Biochemical Co Ltd (600796)
GOOG/SHA_600797,"Insigma Technology Co.,LTD (600797)"
GOOG/SHA_600798,Ningbo Marine Company Limited (600798)
GOOG/SHA_600800,"Tianjin Global Magnetic Card Co., Ltd. (600800)"
GOOG/SHA_600801,Huaxin Cement Co. Ltd (600801)
GOOG/SHA_600802,Fujian Cement Inc. (600802)
GOOG/SHA_600803,ENN Ecological Holdings Co Ltd (600803)
GOOG/SHA_600804,Dr Peng Telecom &amp; Media Group Co Ltd (600804)
GOOG/SHA_600805,"Jiangsu Yueda Investment Co., Ltd (600805)"
GOOG/SHA_600806,Shenji Gp. Kunming Machine Tool Co. Ltd. (600806)
GOOG/SHA_600807,"Shandong Tyan Home Co., Ltd (600807)"
GOOG/SHA_600808,Maanshan Iron &amp; Steel Co Ltd (600808)
GOOG/SHA_600809,Shanxi Xinghuacun Fen Wine Factory Co. (600809)
GOOG/SHA_600810,"Shen Ma Industry Co.,Ltd (600810)"
GOOG/SHA_600811,Orient Group Incorporation (600811)
GOOG/SHA_600812,"North China Pharmaceutical Co., Ltd. (600812)"
GOOG/SHA_600814,"Hangzhou Jiebai Group Co., Limited (600814)"
GOOG/SHA_600815,Xiamen XGMA Machinery Co Ltd (600815)
GOOG/SHA_600816,Anxin Trust Co Ltd (600816)
GOOG/SHA_600817,Xi'an Hongsheng Tchnlgy Co Ltd (600817)
GOOG/SHA_600818,Zhonglu Co Ltd (600818)
GOOG/SHA_600819,Shanghai Yaohua Pilkngtn Glass Gp Co Ltd (600819)
GOOG/SHA_600820,"Shanghai Tunnel Engineering Co., Ltd. (600820)"
GOOG/SHA_600821,Tianjin Quanyechang (Group) Co Ltd (600821)
GOOG/SHA_600822,"Shanghai Material Trading Co., Ltd. (600822)"
GOOG/SHA_600823,"ShangHai ShiMao Co., Ltd (600823)"
GOOG/SHA_600824,Shanghai Yimin Commerce Group Co Ltd (600824)
GOOG/SHA_600825,"Shanghai Xinhua Media Co., Ltd. (600825)"
GOOG/SHA_600826,Shanghai Lansheng Corporation (600826)
GOOG/SHA_600827,Shanghai Bailian Group Inc Company (600827)
GOOG/SHA_600828,"Chengshang Group Co., Ltd. (600828)"
GOOG/SHA_600829,HPGC Renmintongtai Pharmaceutical Corp (600829)
GOOG/SHA_600830,"Sunny Loan Top Co.,Ltd. (600830)"
GOOG/SHA_600831,Shaanxi Brdcst&amp;TV Ntwk Intmdr Grp Co Ltd (600831)
GOOG/SHA_600832,"Shanghai Oriental Pearl (Group) Co., Ltd (600832)"
GOOG/SHA_600833,"Shanghai No.1 Pharmacy Co., Ltd. (600833)"
GOOG/SHA_600834,"Shanghai Shentong Metro Co., Ltd (600834)"
GOOG/SHA_600835,Shanghai Mechanical &amp; Elect. Ind. Co Ltd (600835)
GOOG/SHA_600836,Shanghai Jielong Industry Group Corp Ltd (600836)
GOOG/SHA_600837,HAITONG Securities Company Limited (600837)
GOOG/SHA_600838,"Shanghai Join Buy Co., Ltd (600838)"
GOOG/SHA_600839,"Sichuan Changhong Electric Co., Ltd. (600839)"
GOOG/SHA_600841,Shanghai Diesel Engine Company Limited (600841)
GOOG/SHA_600843,"SGSB Group Co., Ltd. (600843)"
GOOG/SHA_600844,"Danhua Chemical Technology Co., Ltd. (600844)"
GOOG/SHA_600845,Shanghai Baosight Software Co. Ltd (600845)
GOOG/SHA_600846,Shanghai Tongji Science &amp; Technology Ind (600846)
GOOG/SHA_600847,Chongqing Wanli New Energy Co Ltd (600847)
GOOG/SHA_600848,Shanghai Automation Instrumentation Co. (600848)
GOOG/SHA_600850,"Shanghai East-China Computer Co., Ltd. (600850)"
GOOG/SHA_600851,"Shanghai Haixin Group Co., Ltd. (600851)"
GOOG/SHA_600853,"Longjian Road &amp; Bridge Co., Ltd. (600853)"
GOOG/SHA_600854,Jiangsu Chunlan Refrigerating Equipment (600854)
GOOG/SHA_600855,"Beijing Aerospace Changfeng Co., Ltd (600855)"
GOOG/SHA_600856,ChangChun Department JiTuan Store Co Ltd (600856)
GOOG/SHA_600857,Ningbo Zhongbai Co Ltd (600857)
GOOG/SHA_600858,Silver Plaza Group Co Ltd (600858)
GOOG/SHA_600859,Beijing Wangfujing Department Store (600859)
GOOG/SHA_600860,Beijing Jingcheng Machinry Elctrc Co Ltd (600860)
GOOG/SHA_600861,Beijing Urban-Rural Trade Centre Co. Ltd (600861)
GOOG/SHA_600862,"TONTEC Tecnology Inv. Gr Co., Ltd (600862)"
GOOG/SHA_600863,Inner Mongolia MengDian HuaNeng Thermal (600863)
GOOG/SHA_600864,"Harbin Hatou Investment Co., Ltd. (600864)"
GOOG/SHA_600865,"Baida Group Co., Ltd. (600865)"
GOOG/SHA_600866,Starlake Bioscience Co Inc Zhqng Gngdng (600866)
GOOG/SHA_600867,"Tonghua Dongbao Pharmaceutical Co., Ltd. (600867)"
GOOG/SHA_600868,Guangdong Meiyan Jixiang Hydrpwr Co Ltd (600868)
GOOG/SHA_600869,Far East Smarter Energy Co Ltd (600869)
GOOG/SHA_600870,Xiamen Overseas Chinese Electronic Co (600870)
GOOG/SHA_600871,Sinopec Oilfield Service Corp (600871)
GOOG/SHA_600872,"Jonjee Hi-Tech Ind.&amp; Com. Grp Co., Ltd (600872)"
GOOG/SHA_600873,Meihua Holdings Group Co Ltd (600873)
GOOG/SHA_600874,Tianjin Capital Environmental Prtctn Grp (600874)
GOOG/SHA_600875,Dongfang Electric Corporation Limited (600875)
GOOG/SHA_600876,"Luoyang Glass Co.,Ltd. (600876)"
GOOG/SHA_600877,China Jialing Industrial Co Ltd (Group) (600877)
GOOG/SHA_600879,China Aerospace Times Electronics Co Ltd (600879)
GOOG/SHA_600880,"Chengdu B-ray Media Co., Ltd (600880)"
GOOG/SHA_600881,Jilin Yatai (Group) Co Ltd (600881)
GOOG/SHA_600882,Shandong Hualian Mining Holdings Co Ltd (600882)
GOOG/SHA_600883,"Yunnan Bowin Technology Industry Co.,Ltd (600883)"
GOOG/SHA_600884,"Ningbo Shanshan Co., Ltd (600884)"
GOOG/SHA_600885,Hongfa Technology Co Ltd (600885)
GOOG/SHA_600886,SDIC Power Holdings Co Ltd (600886)
GOOG/SHA_600887,Inner Mongolia Yili Industrial Group Co. (600887)
GOOG/SHA_600888,"Xinjiang Joinworld Co., Ltd. (600888)"
GOOG/SHA_600889,"Nanjing Chemical Fibre Co.,Ltd (600889)"
GOOG/SHA_600890,"CRED Holding Co.,Ltd (600890)"
GOOG/SHA_600891,"Harbin Churin Group Jointstock Co.,Ltd. (600891)"
GOOG/SHA_600892,Baocheng Investment Co Ltd (600892)
GOOG/SHA_600893,AVIC Aviation Engine Corp PLC (600893)
GOOG/SHA_600894,Guangzhou Guangri Stock Co Ltd (600894)
GOOG/SHA_600895,Shanghai Zhangjiang Hi-Tech Park Dev. Co (600895)
GOOG/SHA_600896,"China Shipping Haisheng Co., Ltd (600896)"
GOOG/SHA_600897,Xiamen International Airport Co Ltd (600897)
GOOG/SHA_600898,"Sanlian Commercial Co., Ltd (600898)"
GOOG/SHA_600900,"China Yangtze Power Co., Ltd. (600900)"
GOOG/SHA_600960,"Shandong Binzhou Bohai Piston Co., Ltd. (600960)"
GOOG/SHA_600961,"Zhuzhou Smelter Group Co.,Ltd. (600961)"
GOOG/SHA_600962,"SDIC Zhonglu Fruit Juice Co., Ltd. (600962)"
GOOG/SHA_600963,"Yueyang Paper Co., Ltd. (600963)"
GOOG/SHA_600965,"Fortune Ng Fung Food (Hebei) Co.,Ltd (600965)"
GOOG/SHA_600966,Shandong Bohui Paper Industry Co Ltd (600966)
GOOG/SHA_600967,"Baotou Beifang Chuangye Co., Ltd. (600967)"
GOOG/SHA_600969,Hunan Chendian Int'l Dev. Share-Holding (600969)
GOOG/SHA_600970,Sinoma International Engineering Co Ltd (600970)
GOOG/SHA_600971,Anhui Hengyuan Coal Industry Co Ltd (600971)
GOOG/SHA_600973,"Baosheng Sci &amp; Tech Innovation Co., Ltd. (600973)"
GOOG/SHA_600975,"Hunan New Wellful Co., Ltd. (600975)"
GOOG/SHA_600976,Jianmin Pharmaceutical Group Co Ltd (600976)
GOOG/SHA_600978,"Guangdong Yihua Timber Industry Co., Ltd (600978)"
GOOG/SHA_600979,"Sichuan Guangan AAA Public Co., Ltd. (600979)"
GOOG/SHA_600980,BGRIMM Magnetic Materials &amp; Technology (600980)
GOOG/SHA_600981,Jiangsu High Hope Corp (600981)
GOOG/SHA_600982,"Ningbo Thermal Power Co., Ltd. (600982)"
GOOG/SHA_600983,Whirlpool China Co Ltd (600983)
GOOG/SHA_600984,"Shaanxi Construction Machinery Co., Ltd. (600984)"
GOOG/SHA_600985,"Anhui Leimingkehua Co., Ltd. (600985)"
GOOG/SHA_600986,"Keda Group Co., Ltd. (600986)"
GOOG/SHA_600987,"Zhejiang Hangmin Co., Ltd. (600987)"
GOOG/SHA_600988,Chifeng Jilong Gold Mining Co Ltd (600988)
GOOG/SHA_600990,"Anhui Sun-Create Electronics Co., Ltd. (600990)"
GOOG/SHA_600992,"Guizhou Wire Rope Co., Ltd. (600992)"
GOOG/SHA_600993,"Mayinglong Pharmaceutical Group Co., Ltd (600993)"
GOOG/SHA_600995,"Yunnan Wenshan Electric Power Co.,Ltd. (600995)"
GOOG/SHA_600997,Kailuan Energy Chemical Co Ltd (600997)
GOOG/SHA_600998,Jointown Pharmaceutical Group Co Ltd (600998)
GOOG/SHA_600999,"China Merchants Securities CO., LTD. (600999)"
GOOG/SHA_601000,"Tangshan Port Group Co., Ltd. (601000)"
GOOG/SHA_601001,"Datong Coal Industry Co., Ltd (601001)"
GOOG/SHA_601002,"Gem-Year Industrial Co., Ltd. (601002)"
GOOG/SHA_601003,Liuzhou Iron &amp; Steel Co. Ltd. (601003)
GOOG/SHA_601005,"Chongqing Iron &amp; Steel Co., Ltd. (601005)"
GOOG/SHA_601006,"Daqin Railway Co., Ltd. (601006)"
GOOG/SHA_601007,"Jinling Hotel Corporation, Ltd. (601007)"
GOOG/SHA_601008,"Jiangsu Lianyungang Port Co., Ltd. (601008)"
GOOG/SHA_601009,"Bank Of Nanjing Co.,Ltd. (601009)"
GOOG/SHA_601010,Wenfeng Great World Chain Develpmnt Corp (601010)
GOOG/SHA_601011,Qitaihe Baotailong Coal &amp; Coal (601011)
GOOG/SHA_601012,XiAn LONGi Silicon Materials Co Ltd (601012)
GOOG/SHA_601018,Ningbo Port Co Ltd (601018)
GOOG/SHA_601028,Jiangsu Yulong Steel Pipe Co Ltd (601028)
GOOG/SHA_601038,First Tractor Co Ltd (601038)
GOOG/SHA_601058,Sailun Jinyu Group Co Ltd (601058)
GOOG/SHA_601088,China Shenhua Energy Company Limited (601088)
GOOG/SHA_601098,China South Publishing&amp;Media Grup Co Ltd (601098)
GOOG/SHA_601099,Pacific Securities Co Ltd (601099)
GOOG/SHA_601100,Jiangsu Hengli Highpressure Oil Cylinder (601100)
GOOG/SHA_601101,Beijing Haohua Energy Resource Co Ltd (601101)
GOOG/SHA_601106,China First Heavy Industries (601106)
GOOG/SHA_601107,Sichuan Expressway Co Ltd (601107)
GOOG/SHA_601111,Air China Ltd. (601111)
GOOG/SHA_601113,Yiwu Huading Nylon Co Ltd (601113)
GOOG/SHA_601116,Sanjiang Shopping Club Co Ltd (601116)
GOOG/SHA_601117,"CN National Chemical Engineering Co.,Ltd (601117)"
GOOG/SHA_601118,China Hainan Rubber Industry Group (601118)
GOOG/SHA_601126,Beijing Sifang Automation Co Ltd (601126)
GOOG/SHA_601137,Ningbo Boway Alloy Material Co Ltd (601137)
GOOG/SHA_601139,Shenzhen Gas Corporation Ltd. (601139)
GOOG/SHA_601158,Chongqing Water Group Company Limited (601158)
GOOG/SHA_601166,"Industrial Bank Co., Ltd. (601166)"
GOOG/SHA_601168,Western Mining Co Ltd (601168)
GOOG/SHA_601169,"Bank of Beijing Co.,Ltd. (601169)"
GOOG/SHA_601177,"Hangzhou Advance Gearbox Group Co., Ltd. (601177)"
GOOG/SHA_601179,"China Xd Electric Co., Ltd. (601179)"
GOOG/SHA_601186,China Railway Construction Corp Limited (601186)
GOOG/SHA_601188,Heilongjiang Transportation Dvlp Co Ltd (601188)
GOOG/SHA_601199,Jiangsu Jiangnan Water Co Ltd (601199)
GOOG/SHA_601208,Sichuan EM Technology Co Ltd (601208)
GOOG/SHA_601216,Inner Mongolia Junzheng E &amp; CI Co Ltd (601216)
GOOG/SHA_601218,Jiangsu Jixin Wind Energy Technology (601218)
GOOG/SHA_601222,Jiangsu Linyang Electronics Co Ltd (601222)
GOOG/SHA_601231,Universal Scientfc Industrl Shngh Co Ltd (601231)
GOOG/SHA_601233,Tongkun Group Co Ltd (601233)
GOOG/SHA_601238,Guangzhou Automobile Group Co Ltd (601238)
GOOG/SHA_601258,Pang Da Automobile Trade Co Ltd (601258)
GOOG/SHA_601288,Agricultural Bank of China Ltd (601288)
GOOG/SHA_601299,China CNR Corp Ltd (601299)
GOOG/SHA_601311,Camel Group Co Ltd (601311)
GOOG/SHA_601313,SJEC Corp (601313)
GOOG/SHA_601318,Ping An Insurance (Grp) Co of China Ltd (601318)
GOOG/SHA_601328,Bank of Communications Co Ltd (601328)
GOOG/SHA_601333,"Guangshen Railway Co., Ltd. (601333)"
GOOG/SHA_601336,New China Life Insurance Co Ltd (601336)
GOOG/SHA_601339,Bros Eastern Co Ltd (601339)
GOOG/SHA_601369,"Xi'An Shaangu Power Co., Ltd. (601369)"
GOOG/SHA_601377,Industrial Securities Co Ltd (601377)
GOOG/SHA_601388,Yechiu Metal Recycling China Ltd (601388)
GOOG/SHA_601390,China Railway Group Ltd (601390)
GOOG/SHA_601398,Industrial and Coml Bank of China Ltd (601398)
GOOG/SHA_601515,Shantou Dongfeng Printing Co Ltd (601515)
GOOG/SHA_601518,"Jilin Expressway Co., Ltd. (601518)"
GOOG/SHA_601519,Shanghai DZH Ltd (601519)
GOOG/SHA_601555,Soochow Securities Co Ltd (601555)
GOOG/SHA_601558,Sinovel Wind Group Company Limited (601558)
GOOG/SHA_601566,Joeone Co Ltd (601566)
GOOG/SHA_601567,Ningbo Sanxing Electric Co Ltd (601567)
GOOG/SHA_601588,Beijing North Star Company Limited (601588)
GOOG/SHA_601599,Jiangsu Lugang Science &amp; Technlgy Co Ltd (601599)
GOOG/SHA_601600,Aluminum Corporation of China Limited (601600)
GOOG/SHA_601601,"China Pacific Insurance (Group) Co., Ltd (601601)"
GOOG/SHA_601607,Shanghai Pharmaceuticals Holding Co Ltd (601607)
GOOG/SHA_601608,CITIC Heavy Industries Co Ltd (601608)
GOOG/SHA_601616,Shanghai Guangdian Electric Group Co Ltd (601616)
GOOG/SHA_601618,Metallurgical Corporation of China Ltd. (601618)
GOOG/SHA_601628,China Life Insurance Company Limited (601628)
GOOG/SHA_601633,Great Wall Motor Co Ltd (601633)
GOOG/SHA_601636,Zhuzhou Kibing Group Co Ltd (601636)
GOOG/SHA_601666,Pingdingshan Tianan Coal Mining Co Ltd. (601666)
GOOG/SHA_601668,China State Const. Eng. Corp Ltd (601668)
GOOG/SHA_601669,Power Construction Corp of China Ltd (601669)
GOOG/SHA_601677,Henan Mingtai Al.Industrial Co Ltd (601677)
GOOG/SHA_601678,"Befar Group Co.,Ltd (601678)"
GOOG/SHA_601688,"Huatai Securities Co., Ltd. (601688)"
GOOG/SHA_601699,Shanxi Lu'an Environmental Energy Dev.Co (601699)
GOOG/SHA_601700,Changshu Fengfan Power Equipment Co Ltd (601700)
GOOG/SHA_601717,Zhengzhou Coal Mining Machinery Group Co (601717)
GOOG/SHA_601718,Jihua Group Corporation Limited (601718)
GOOG/SHA_601727,Shanghai Electric Group Company Limited (601727)
GOOG/SHA_601766,CRRC Corp Ltd (601766)
GOOG/SHA_601777,Lifan Industry (group) Co Ltd (601777)
GOOG/SHA_601788,Everbright Securities Co Ltd (601788)
GOOG/SHA_601789,Ningbo Construction Co Ltd (601789)
GOOG/SHA_601798,Lanpec Technologies Co Ltd (601798)
GOOG/SHA_601799,Changzhou Xingyu Automotive (601799)
GOOG/SHA_601800,China Communications Construction Co Ltd (601800)
GOOG/SHA_601801,"ANHUI XINHUA MEDIA CO., LTD (601801)"
GOOG/SHA_601808,China Oilfield Services Limited (601808)
GOOG/SHA_601818,"China Everbright Bank Co., Ltd (601818)"
GOOG/SHA_601857,PetroChina Company Limited (601857)
GOOG/SHA_601866,China Shipping Container Lines Co Ltd (601866)
GOOG/SHA_601872,"China Merchants Energy Shipping Co., Ltd (601872)"
GOOG/SHA_601877,"Zhejiang Chint Electrics Co., Ltd (601877)"
GOOG/SHA_601880,Dalian Port (PDA) Co Ltd (601880)
GOOG/SHA_601886,Jangho Group Co Ltd (601886)
GOOG/SHA_601888,China Int'l Travel Service Corp (601888)
GOOG/SHA_601890,Asian Star Anchor Chain Co Ltd Jiangsu (601890)
GOOG/SHA_601898,China Coal Energy Company Limited (601898)
GOOG/SHA_601899,"Zijin Mining Group Co., Ltd. (601899)"
GOOG/SHA_601901,Founder Securities Co Ltd (601901)
GOOG/SHA_601908,Beijing Jingyuntong Technology Co Ltd (601908)
GOOG/SHA_601918,"SDIC XINJI ENERGY Co., Ltd (601918)"
GOOG/SHA_601919,China COSCO Holdings Company Limited (601919)
GOOG/SHA_601928,Jiangsu Phoenix Publishing&amp;Media (601928)
GOOG/SHA_601929,JiShi Media Co Ltd (601929)
GOOG/SHA_601933,"Yonghui Superstores Co., Ltd (601933)"
GOOG/SHA_601939,China Construction Bank Corporation (601939)
GOOG/SHA_601958,"Jinduicheng Molybdenum Co., Ltd. (601958)"
GOOG/SHA_601965,China Automotive Engg Rsrch Inst Co Ltd (601965)
GOOG/SHA_601988,Bank of China Limited (601988)
GOOG/SHA_601989,China Shipbuilding Industry Co Ltd (601989)
GOOG/SHA_601991,Datang Intl Power Generation Co Ltd (601991)
GOOG/SHA_601992,BBMG Corp (601992)
GOOG/SHA_601996,Guangxi Fenglin Wood Industry Grp Co Ltd (601996)
GOOG/SHA_601998,China CITIC Bank Corporation Limited (601998)
GOOG/SHA_601999,Northern United Publishing&amp;Md(Grp)Co Ltd (601999)
GOOG/SHA_603000,Peoplecn Co Ltd (603000)
GOOG/SHA_603001,Zhejiang Aokang Shoes Co Ltd (603001)
GOOG/SHA_603002,Epoxy Base Electronic Material (603002)
GOOG/SHA_603003,Shanghai Lonyer Fuels Co Ltd (603003)
GOOG/SHA_603008,Xilinmen Furniture Co Ltd (603008)
GOOG/SHA_603077,Sichuan Hebang Corp Ltd (603077)
GOOG/SHA_603123,Beijing Cuiwei Tower Co Ltd (603123)
GOOG/SHA_603128,CTS International Logistics Corp Ltd (603128)
GOOG/SHA_603167,Bohai Ferry Company Limited (603167)
GOOG/SHA_603333,Sichuan Star Cable Co Ltd (603333)
GOOG/SHA_603366,Jiangsu Sunrain Solar Energy Co Ltd (603366)
