code,name
GOOG/SHA_600215,"Changchunjingkai (Group) Co., Ltd. (600215)"
GOOG/SHA_600216,"Zhejiang Medicine Co., Ltd. (600216)"
GOOG/SHA_600217,"Shaanxi QinLing Cement (Group) Co., Ltd. (600217)"
GOOG/SHA_600218,"Anhui Quanchai Engine Co., Ltd (600218)"
GOOG/SHA_600219,"Shandong Nanshan Aluminum Co., Ltd. (600219)"
GOOG/SHA_600220,Jiangsu Sunshine Co Ltd (600220)
GOOG/SHA_600221,"Hainan Airlines Co., Ltd. (600221)"
GOOG/SHA_600222,"Henan Taloph Pharmaceutical Stock Co., (600222)"
GOOG/SHA_600223,Lushang Property Co Ltd (600223)
GOOG/SHA_600225,"TIANJIN SONGJIANG CO.,LTD. (600225)"
GOOG/SHA_600226,"Zhejiang Shenghua Biok Biology Co., Ltd (600226)"
GOOG/SHA_600227,"Guizhou Chitianhua Co.,Ltd. (600227)"
GOOG/SHA_600228,JiangXi ChangJiu Biochemical Indu Co Ltd (600228)
GOOG/SHA_600229,Qingdao Soda Ash Industrial Company (600229)
GOOG/SHA_600230,Cangzhou Dahua Co Ltd (600230)
GOOG/SHA_600231,"Lingyuan Iron &amp; Steel Co., Ltd (600231)"
GOOG/SHA_600232,"Zhejiang Golden Eagle Co., Ltd (600232)"
GOOG/SHA_600233,"Dalian Dayang Trands Co., Ltd (600233)"
GOOG/SHA_600234,Guanghe Landscape Cultur Comm Co Ltd ShX (600234)
GOOG/SHA_600235,Minfeng Special Paper Co Ltd (600235)
GOOG/SHA_600236,"GUANGXI GUIGUAN ELECTRIC POWER CO.,LTD. (600236)"
GOOG/SHA_600237,Anhui Tongfeng Electronics Company Ltd. (600237)
GOOG/SHA_600238,Hainan Yedao Group Co Ltd (600238)
GOOG/SHA_600239,Yunnan Metropolitan Real Est Dev Co Ltd (600239)
GOOG/SHA_600240,Beijing Homyear Capital Holdings Co Ltd (600240)
GOOG/SHA_600241,Liaoning Times Garments I/E Inc. (600241)
GOOG/SHA_600242,Zhongchang Marine Co Ltd (600242)
GOOG/SHA_600243,"QingHai HuaDing Industrial Co., Ltd. (600243)"
GOOG/SHA_600246,"Beijing Vantone Real Estate Co., Ltd (600246)"
GOOG/SHA_600247,Jilin Chengcheng Group Co Ltd (600247)
GOOG/SHA_600248,Shaanxi Yanchang Petro Chem. Eng. Co Ltd (600248)
GOOG/SHA_600249,"Liuzhou Liangmianzhen Co., Ltd. (600249)"
GOOG/SHA_600250,"NJ Textiles Import &amp; Export Corp.,Ltd. (600250)"
GOOG/SHA_600251,Xinjiang Guanng Fruit &amp; Antler Gp Co Ltd (600251)
GOOG/SHA_600252,"Guangxi Wuzhou Zhongheng Group Co.,Ltd (600252)"
GOOG/SHA_600255,"Anhui Xinke New Materials Co., Ltd. (600255)"
GOOG/SHA_600256,Guanghui Energy Co Ltd (600256)
GOOG/SHA_600257,Dahu Aquaculture Co Ltd (600257)
GOOG/SHA_600258,BTG Hotels Group Co Ltd (600258)
GOOG/SHA_600259,Rising Nonferrous Metals Share Co Ltd (600259)
GOOG/SHA_600260,"Kaile Science and Tech. Co.,Ltd. Hubei (600260)"
GOOG/SHA_600261,Zhejiang Yankon Group Co Ltd (600261)
GOOG/SHA_600262,Inner Mongolia North Hauler Joint Stock (600262)
GOOG/SHA_600265,"Yunnan Jinggu Forestry Co., Ltd. (600265)"
GOOG/SHA_600266,Beijing Urban Const. Inv. &amp; Dev. Co. Ltd (600266)
GOOG/SHA_600267,"Zhejiang Hisun Pharmaceutical Co., Ltd. (600267)"
GOOG/SHA_600268,"Guodian Nanjing Automation Co., Ltd. (600268)"
GOOG/SHA_600269,"Jiangxi Ganyue Expressway Co., Ltd (600269)"
GOOG/SHA_600270,Sinotrans Air Transportation Devel. Co (600270)
GOOG/SHA_600271,AISINOCO. LTD (600271)
GOOG/SHA_600272,Shanghai Kai Kai Industry Co Ltd (600272)
GOOG/SHA_600273,Zhejiang Jiahua Energy Chemcl Indu CoLtd (600273)
GOOG/SHA_600275,"Hubei Wuchangyu Co., Ltd (600275)"
GOOG/SHA_600276,"Jiangsu Hengrui Medicine Co., Ltd (600276)"
GOOG/SHA_600277,INNER MONGOLIA YILI ENERGY COMPANY LTD. (600277)
GOOG/SHA_600278,"Orient International Enterprise, Ltd. (600278)"
GOOG/SHA_600279,"Chongqing Gangjiu Co., Ltd (600279)"
GOOG/SHA_600280,"Nanjing Central Emporium Co., Ltd. (600280)"
GOOG/SHA_600281,"Taiyuan Chemical Industry Co., Ltd (600281)"
GOOG/SHA_600282,"Nanjing Iron &amp; Steel Co.,Ltd. (600282)"
GOOG/SHA_600283,Qianjiang Water Resources Development Co (600283)
GOOG/SHA_600284,"Shanghai Pudong Road and Bridge Co.,Ltd. (600284)"
GOOG/SHA_600285,"Henan Lingrui Pharmaceutical Co., Ltd. (600285)"
GOOG/SHA_600287,"Jiangsu Sainty Corp., Ltd (600287)"
GOOG/SHA_600288,"Daheng New Epoch Technology, Inc. (600288)"
GOOG/SHA_600289,Bright Oceans Inter-Telecom Co Ltd (600289)
GOOG/SHA_600290,"Huayi Electric Co., Ltd. (600290)"
GOOG/SHA_600291,Xishui Strong Year Co.Ltd Inner Mongolia (600291)
GOOG/SHA_600292,Cpi Yuanda Environmental-Prtcn Gp Co Ltd (600292)
GOOG/SHA_600293,"Hubei Sanxia New Building Materials Co., (600293)"
GOOG/SHA_600295,Inner Mongolia Eerduosi Resourses Co Ltd (600295)
GOOG/SHA_600297,Merro Pharmaceutical Co Ltd (600297)
GOOG/SHA_600298,"Angel Yeast Co., Ltd. (600298)"
GOOG/SHA_600299,"Blue Star New Chemical Material Co., Ltd (600299)"
GOOG/SHA_600300,"V V Food and Beverage Co.,Ltd (600300)"
GOOG/SHA_600301,"Nanning Chemical Industry Co., Ltd (600301)"
GOOG/SHA_600302,"XI'AN TYPICAL INDUSTRIES CO.,LTD. (600302)"
GOOG/SHA_600303,"Liaoning SG Automotive Group Co., Ltd. (600303)"
GOOG/SHA_600305,"Jiangsu Hengshun Vinegar Ind Co., Ltd. (600305)"
GOOG/SHA_600306,Shenyang Commercial City Co. Ltd (600306)
GOOG/SHA_600307,Gansu Jiu Steel Group Hongxing Iron (600307)
GOOG/SHA_600308,Shandong Huatai Paper Company Limited (600308)
GOOG/SHA_600309,Wanhua Chemical Group Co Ltd (600309)
GOOG/SHA_600310,"Guangxi Guidong Electric Power Co., Ltd (600310)"
GOOG/SHA_600311,"Gansu Ronghua Industry Group Co., Ltd. (600311)"
GOOG/SHA_600312,Henan Pinggao Electric Company Limited (600312)
GOOG/SHA_600313,Zhongnongfa Seed Industry Group Co Ltd (600313)
GOOG/SHA_600315,"Shanghai Jahwa United Co., Ltd. (600315)"
GOOG/SHA_600316,"Jiangxi Hongdu Aviation Industry Co.,Ltd (600316)"
GOOG/SHA_600317,"Yingkou Port Liability Co.,Ltd (600317)"
GOOG/SHA_600318,"Anhui Chaodong Cement Co., Ltd (600318)"
GOOG/SHA_600319,"Weifang Yaxing Chemical Co., Ltd. (600319)"
GOOG/SHA_600320,"Shanghai Zhenhua Port Machinery Co., Ltd (600320)"
GOOG/SHA_600321,"SiChuan GuoDong Construction Co., Ltd (600321)"
GOOG/SHA_600322,Tianjin Reality Development (Group) Co (600322)
GOOG/SHA_600323,Grandblue Environment Co Ltd (600323)
GOOG/SHA_600325,"Huafa Industrial Co., Ltd. Zhuhai (600325)"
GOOG/SHA_600326,"Tibet Tianlu Co., Ltd. (600326)"
GOOG/SHA_600327,Wuxi Commercial Mansion Grand Orient Co (600327)
GOOG/SHA_600328,Inner Mongolia Lantai Industrial Co Ltd (600328)
GOOG/SHA_600329,Tianjin Zhongxin Phrmctl Gp Cp Ltd (600329)
GOOG/SHA_600330,"TDG Holding Co., Ltd. (600330)"
GOOG/SHA_600331,"Sichuan Hongda Co., Ltd (600331)"
GOOG/SHA_600332,Guangzhou Baiyunshan Phrmcl Hldgs Co Ltd (600332)
GOOG/SHA_600333,"Changchun Gas Co., Ltd (600333)"
GOOG/SHA_600335,Sinomach Automobile Co Ltd (600335)
GOOG/SHA_600336,Aucma Co Ltd (600336)
GOOG/SHA_600337,Markor Intl Home Furnishings Co Ltd (600337)
GOOG/SHA_600338,"Tibet Summit Industry Co., Ltd (600338)"
GOOG/SHA_600339,Xinjiang Dushanzi TianLi High &amp; New Tech (600339)
GOOG/SHA_600340,China Fortune Land Co Ltd (600340)
GOOG/SHA_600343,Shaanxi Aero-space Power Hi-Tech Co. Ltd (600343)
GOOG/SHA_600345,Wuhan Yangtze Communication Industry (600345)
GOOG/SHA_600346,Dalian Rubber &amp; Plastics Machinery (600346)
GOOG/SHA_600348,Yangquan Coal Industry Group Co Ltd (600348)
GOOG/SHA_600350,Shandong Hi-speed Co Ltd (600350)
GOOG/SHA_600351,Yabao Pharmaceutical Group Co Ltd (600351)
GOOG/SHA_600352,"Zhejiang Longsheng Group Co., Ltd (600352)"
GOOG/SHA_600353,"Chengdu Xuguang Electronics Co.,Ltd. (600353)"
GOOG/SHA_600354,"Gansu Dunhuang Seed Co., Ltd. (600354)"
GOOG/SHA_600355,"Routon Electronic Co., Ltd. (600355)"
GOOG/SHA_600356,"Mudanjiang Hengfeng Paper Co., Ltd (600356)"
GOOG/SHA_600358,"China United Travel Co., Ltd (600358)"
GOOG/SHA_600359,Xinjiang Talimu Agriculture Development (600359)
GOOG/SHA_600360,"Jilin Sino-Microelectronics Co., Ltd (600360)"
GOOG/SHA_600361,"Beijing Hualian Hypermarket Co., Ltd. (600361)"
GOOG/SHA_600362,Jiangxi Copper Co Ltd (600362)
GOOG/SHA_600363,Jiangxi Lianchuang Optoelec.Sc&amp;Tech. (600363)
GOOG/SHA_600365,"Tonghua Grape Wine Co., Ltd (600365)"
GOOG/SHA_600366,Ningbo Yunsheng Co Ltd (600366)
GOOG/SHA_600367,"Guizhou Redstar Developing Co., Ltd (600367)"
GOOG/SHA_600368,Guangxi Wuzhou Communications Co Ltd (600368)
GOOG/SHA_600369,Chongqing Changjiang River Water Transpt (600369)
GOOG/SHA_600370,"Jiangsu Sanfangxiang Industry Co.Ltd, (600370)"
GOOG/SHA_600371,Wanxiang Doneed Co Ltd (600371)
GOOG/SHA_600372,China Avionics Systems CoLTD (600372)
GOOG/SHA_600373,Chinese Universe Publishing&amp;Media Co Ltd (600373)
GOOG/SHA_600375,Hualing Xingma Automobile (Group) Co Ltd (600375)
GOOG/SHA_600376,"Beijing Capital Development Co., Ltd. (600376)"
GOOG/SHA_600377,Jiangsu Expressway Co Ltd (600377)
GOOG/SHA_600378,"Sichuan Tianyi Science &amp; Tech. Co., Ltd (600378)"
GOOG/SHA_600379,Shaanxi Baoguang Vaccum Elect. Apparatus (600379)
GOOG/SHA_600380,Joincare Pharmaceutical Group Ind. Co. (600380)
GOOG/SHA_600381,Qinghai Spring Medicinl Rsrcs Tech CoLTD (600381)
GOOG/SHA_600382,"Guangdong Mingzhu Group Co., Ltd. (600382)"
GOOG/SHA_600383,Gemdale Corporation (600383)
GOOG/SHA_600385,"SHANDONG JINTAI GROUP CO.,LTD. (600385)"
GOOG/SHA_600386,"Beijing Bashi Media Co., Ltd. (600386)"
GOOG/SHA_600387,"Zhejiang Haiyue Co., Ltd (600387)"
GOOG/SHA_600388,"Fujian Longking Co., Ltd (600388)"
GOOG/SHA_600389,Nantong Jiangshan Agrochemical&amp;Chemicals (600389)
GOOG/SHA_600390,Kingray New Materials Science &amp; Tech Co (600390)
GOOG/SHA_600391,Sichuan Chengfa Aero Science &amp;Technology (600391)
GOOG/SHA_600392,Shenghe Resources Holding Co Ltd (600392)
GOOG/SHA_600393,"Guangzhou Donghua Enterprise Co., Ltd. (600393)"
GOOG/SHA_600395,"Guizhou Panjiang Refined Coal Co., Ltd (600395)"
GOOG/SHA_600396,"Shenyang Jinshan Energy Co., Ltd (600396)"
GOOG/SHA_600397,Anyuan Coal Industry Group Co Ltd (600397)
GOOG/SHA_600398,Heilan Home Co Ltd (600398)
GOOG/SHA_600399,"Fushun Special Steel Co., Ltd. (600399)"
GOOG/SHA_600400,"Jiangsu Hongdou Industry Co.,Ltd (600400)"
GOOG/SHA_600401,Hareon Solar Technology Co Ltd (600401)
GOOG/SHA_600403,Henan Dayou Energy Co Ltd (600403)
GOOG/SHA_600405,"Beijing Dynamic Power Co., Ltd. (600405)"
GOOG/SHA_600406,"NARI Technology Development Co., Ltd. (600406)"
GOOG/SHA_600408,"Shanxi Antai Group Co., Ltd (600408)"
GOOG/SHA_600409,Tangshan Sanyou Chemical Industries Co (600409)
GOOG/SHA_600410,"Beijing Teamsun Technology Co., Ltd. (600410)"
GOOG/SHA_600415,Zhejiang China Commodities City Group Co (600415)
GOOG/SHA_600416,"Xiangtan Electric Manufacturing Co.,Ltd. (600416)"
GOOG/SHA_600418,"Anhui Jianghuai Automobile Co., Ltd. (600418)"
GOOG/SHA_600419,Xinjiang Tianrun Dairy Co Ltd (600419)
GOOG/SHA_600420,Shanghai Shyndec Pharmaceutical Co Ltd (600420)
GOOG/SHA_600421,Hubei Yangfan Holding Co Ltd (600421)
GOOG/SHA_600422,KPC Pharmaceuticals Inc (600422)
GOOG/SHA_600423,"Liuzhou Chemical Industry Co., Ltd. (600423)"
GOOG/SHA_600425,Xinjiang Qingsong BM and Chmls Gp Co Ltd (600425)
GOOG/SHA_600426,Shandong Hualu Hengsheng Chemical Co Ltd (600426)
GOOG/SHA_600428,"COSCO Shipping Co., Ltd. (600428)"
GOOG/SHA_600429,Beijing Sanyuan Foods Company Limited (600429)
GOOG/SHA_600432,"Ji Lin Ji En Nickel Industry Co., Ltd (600432)"
GOOG/SHA_600433,"Guangdong Guanhao High-Tech Co.,Ltd (600433)"
GOOG/SHA_600435,North Navigation Control Technlgy Co Ltd (600435)
GOOG/SHA_600436,Zhangzhou Pientzehuang Pharmaceutical Co (600436)
GOOG/SHA_600438,Tongwei Co Ltd (600438)
GOOG/SHA_600439,"Henan Rebecca Hair Products Co., Ltd (600439)"
GOOG/SHA_600444,Anhui Guotong Hi-Tech Pipes Industry Co. (600444)
GOOG/SHA_600446,SHENZHEN KINGDOM TECHNOLOGY Co Ltd (600446)
GOOG/SHA_600448,Huafang Limited Company (600448)
GOOG/SHA_600449,Ningxia Building Materials Group Co Ltd (600449)
GOOG/SHA_600452,ChongQing FuLing Electric Power Ind Co. (600452)
GOOG/SHA_600455,ButOne Information Corp XiAn (600455)
GOOG/SHA_600456,"Baoji Titanium Industry Co., Ltd (600456)"
GOOG/SHA_600458,Zhuzhou Times New Material Tech Co. Ltd (600458)
GOOG/SHA_600459,"Sino-Platinum Metals Co., Ltd. (600459)"
GOOG/SHA_600460,"Hangzhou Silan Microelectronics Co., Ltd (600460)"
GOOG/SHA_600461,"Jiangxi Hongcheng Waterworks Co., Ltd. (600461)"
GOOG/SHA_600462,Yanbian Shixian Bailu Papermaking Co. (600462)
GOOG/SHA_600463,"Beijing Airport High-Tech Park Co.,Ltd. (600463)"
GOOG/SHA_600466,Sichuan Languang Development Co Ltd (600466)
GOOG/SHA_600467,Shandong Homey Aquatic Development CoLtd (600467)
GOOG/SHA_600468,"Tianjin Benefo Tejing Electric Co.,Ltd. (600468)"
GOOG/SHA_600469,"Aeolus Tyre Co., Ltd (600469)"
GOOG/SHA_600470,"Anhui Liuguo Chemical Co., Ltd (600470)"
GOOG/SHA_600475,"WuXi Huaguang Boiler Co., Ltd. (600475)"
GOOG/SHA_600476,"Hunan Copote Science &amp; Tech Co., Ltd. (600476)"
GOOG/SHA_600477,Hangxiao Steel Structure Co Ltd (600477)
GOOG/SHA_600478,"Hunan Corun New Energy Co., Ltd. (600478)"
GOOG/SHA_600479,"ZhuZhou QianJin Pharmaceutical Co., Ltd (600479)"
GOOG/SHA_600480,Lingyun Industrial Corporation Limited (600480)
GOOG/SHA_600481,Shuangliang ECo Energy Systems Co Ltd (600481)
GOOG/SHA_600482,"Fengfan Co., Ltd. (600482)"
GOOG/SHA_600483,Fujian Funeng Co Ltd (600483)
GOOG/SHA_600485,Beijing Xinwei Telecom Tech Group Co Ltd (600485)
GOOG/SHA_600486,"Jiangsu Yangnong Chemical Co.,Ltd. (600486)"
GOOG/SHA_600487,Hengtong Optic-Electric Co Ltd (600487)
GOOG/SHA_600488,"Tianjin Tianyao Pharmaceutical Co., Ltd (600488)"
GOOG/SHA_600489,"Zhongjin Gold Co., Ltd (600489)"
GOOG/SHA_600490,Pengxin International Mining Co Ltd (600490)
GOOG/SHA_600491,Long Yuan Construction Group Co Ltd (600491)
GOOG/SHA_600493,Fujian Fynex Textile Science &amp; Tech Co (600493)
GOOG/SHA_600495,Jinxi Axle Company Limited (600495)
GOOG/SHA_600496,Changjiang &amp; Jinggong Steel Structure (600496)
GOOG/SHA_600497,"Yunnan Chihong Zinc&amp;Germanium Co., Ltd. (600497)"
GOOG/SHA_600498,Fiberhome Telecommunication Tech.Co.Ltd (600498)
GOOG/SHA_600499,Keda Clean Energy Co Ltd (600499)
GOOG/SHA_600500,Sinochem International Corporation (600500)
GOOG/SHA_600501,Aerosun Corporation (600501)
GOOG/SHA_600502,Anhui Water Resources Development Co.Ltd (600502)
GOOG/SHA_600503,"Deluxe Family Co., Ltd. (600503)"
GOOG/SHA_600505,"Sichuan Xichang Electric Power Co., Ltd. (600505)"
GOOG/SHA_600506,"Xin Jiang Korla Pear Co.,Ltd. (600506)"
GOOG/SHA_600507,Fangda Special Steel Technology Co Ltd (600507)
GOOG/SHA_600508,Shanghai Datun Energy Resources Co. Ltd. (600508)
GOOG/SHA_600509,Xinjiang Tianfu Energy Co Ltd (600509)
GOOG/SHA_600510,"Black Peony (Group) Co., Ltd (600510)"
GOOG/SHA_600511,China National Medicines Corporation Ltd (600511)
GOOG/SHA_600512,"Tengda Construction Group Co., Ltd. (600512)"
GOOG/SHA_600513,Jiangsu Lianhuan Pharmaceutical Co. Ltd (600513)
GOOG/SHA_600515,Hainan Island Construction Co Ltd (600515)
GOOG/SHA_600516,"Fangda Carbon New Material Co., Ltd. (600516)"
GOOG/SHA_600517,"Shanghai Zhixin Electric Co., Ltd. (600517)"
GOOG/SHA_600518,Kangmei Pharmaceutical Co Ltd (600518)
GOOG/SHA_600519,"Kweichow Moutai Co., Ltd. (600519)"
GOOG/SHA_600520,"Tongling Trinity Technology Co.,Ltd. (600520)"
GOOG/SHA_600521,"Zhejiang Huahai Pharmaceutical Co., Ltd. (600521)"
GOOG/SHA_600522,"Jiangsu Zhongtian Technologies Co., Ltd. (600522)"
GOOG/SHA_600523,Guizhou Guihang Automotive Components Co (600523)
GOOG/SHA_600525,Changyuan Group Ltd (600525)
GOOG/SHA_600526,Zhejiang Feida Env. Sci &amp; Tech Co Ltd (600526)
GOOG/SHA_600527,Jiangsu Jiangnan High Polymer Fiber (600527)
GOOG/SHA_600528,"China Railway Erju Co., Ltd. (600528)"
GOOG/SHA_600529,"Shandong Pharmaceutical Glass Co., Ltd (600529)"
GOOG/SHA_600530,"Shanghai Jiaoda Onlly Co., Ltd (600530)"
GOOG/SHA_600531,"Henan Yuguang Gold &amp; Lead Co., Ltd (600531)"
GOOG/SHA_600532,Shandong Hongda Mining Co Ltd (600532)
GOOG/SHA_600533,"Nanjing Chixia Development Co., Ltd (600533)"
GOOG/SHA_600535,Tasly Pharmaceutical Group Co Ltd (600535)
GOOG/SHA_600536,China National Software &amp; Service Co Ltd (600536)
GOOG/SHA_600537,Eging Photovoltaic Technology Co Ltd (600537)
GOOG/SHA_600538,Beihai Gofar Marine Biological Industry (600538)
GOOG/SHA_600539,"Taiyuan Lionhead Cement Co.,Ltd. (600539)"
GOOG/SHA_600540,Xinjiang Sayram Modern Agriculture Co Lt (600540)
GOOG/SHA_600543,Gansu Mogao Industrial Development Co. (600543)
GOOG/SHA_600545,Xinjiang Urban Construction (Group) Co (600545)
GOOG/SHA_600546,Shanxi Coal Internationl Enrgy Gr Co Ltd (600546)
GOOG/SHA_600547,"Shandong Gold Mining Co., Ltd (600547)"
GOOG/SHA_600548,Shenzhen Expressway Company Limited (600548)
GOOG/SHA_600549,"Xiamen Tungsten Co., Ltd (600549)"
GOOG/SHA_600550,Baoding Tianwei Baobian Electric Co. (600550)
GOOG/SHA_600551,"TIMES MEDIA Co.,Ltd. (600551)"
GOOG/SHA_600552,"Anhui Fangxing Science &amp; Tech Co.,Ltd. (600552)"
GOOG/SHA_600555,Shanghai Nine Dragon Tourism Co Ltd (600555)
GOOG/SHA_600556,Guangxi Future Technology Co Ltd (600556)
GOOG/SHA_600557,"Jiangsu Kanion Pharmaceutical Co., Ltd. (600557)"
GOOG/SHA_600558,Atlantic China Welding Consumables Inc (600558)
GOOG/SHA_600559,"Hebei Hengshui Laobaigan Liquor Co., Ltd (600559)"
GOOG/SHA_600560,Beijing AriTime Intelligent Control Co. (600560)
GOOG/SHA_600561,"Jiangxi Changyun Co., Ltd. (600561)"
GOOG/SHA_600562,Glarun Technology Co Ltd (600562)
GOOG/SHA_600563,"Xiamen Faratronic Co., Ltd. (600563)"
GOOG/SHA_600565,"Chongqing Dima Industry Co., Ltd (600565)"
GOOG/SHA_600566,Hubei Jumpcan Pharmaceutical Co Ltd (600566)
GOOG/SHA_600567,"An Hui Shan Ying Paper Industry Co., Ltd (600567)"
GOOG/SHA_600568,Zhong Zhu Holding Co Ltd (600568)
GOOG/SHA_600569,Anyang Iron &amp; Steel Inc. (600569)
GOOG/SHA_600570,Hundsun Technologies Inc. (600570)
GOOG/SHA_600571,Sunyard System Engineering Company Ltd. (600571)
GOOG/SHA_600572,"Zhejiang CONBA Pharmaceutical Co., Ltd. (600572)"
GOOG/SHA_600573,"FuJian Yanjing HuiQuan Brewery Co., Ltd. (600573)"
GOOG/SHA_600575,Anhui Wanjiang Logistics Group Co Ltd (600575)
GOOG/SHA_600576,Zhejiang WHWH Industry Co. Ltd (600576)
GOOG/SHA_600577,Tongling Jingda Special Magnet Wire Co. (600577)
GOOG/SHA_600578,Beijing Jingneng Power Co Ltd (600578)
GOOG/SHA_600579,Qingdao Tianhua Instit Chem Engg Co Ltd (600579)
GOOG/SHA_600580,"Wolong Electric Group Co., Ltd (600580)"
GOOG/SHA_600581,"Xinjiang Ba Yi Iron &amp; Steel Co., Ltd (600581)"
GOOG/SHA_600582,"Tian Di Science &amp; Technology Co., Ltd (600582)"
GOOG/SHA_600583,"Offshore Oil Engineering Co., Ltd (600583)"
GOOG/SHA_600584,Jiangsu Changjiang Electronics Tech Co (600584)
GOOG/SHA_600585,Anhui Conch Cement Co Ltd (600585)
GOOG/SHA_600586,Shandong Jinjing Science &amp; Tech. Co. Ltd (600586)
GOOG/SHA_600587,"Shinva Medical Instrument Co.,Ltd. (600587)"
GOOG/SHA_600588,Yongyou Network Technology Co Ltd (600588)
GOOG/SHA_600589,"Guangdong RongTai Industry Co., Ltd (600589)"
GOOG/SHA_600590,"Tellhow Sci-tech Co., Ltd. (600590)"
GOOG/SHA_600592,"Fujian Longxi Bearing (Group) Co., Ltd (600592)"
GOOG/SHA_600593,Dalian Sunasia Tourism Holding Co Ltd (600593)
GOOG/SHA_600594,"GuiZhou YiBai Pharmaceutical Co., Ltd. (600594)"
GOOG/SHA_600595,"Henan Zhongfu Industry Co.,Ltd (600595)"
GOOG/SHA_600596,Zhejiang Xinan Chemcl Industrl Gp Co Ltd (600596)
GOOG/SHA_600597,"Bright Dairy &amp; Food Co., Ltd. (600597)"
GOOG/SHA_600598,Heilongjiang Agriculture Company Limited (600598)
GOOG/SHA_600599,Panda Financial Holding Corp Ltd (600599)
GOOG/SHA_600600,Tsingtao Brewery Co Ltd (600600)
GOOG/SHA_600601,Founder Technology Group Corp. (600601)
GOOG/SHA_600602,INESA Electron Co Ltd (600602)
GOOG/SHA_600603,Dazhou Xingye Holdings Co Ltd (600603)
GOOG/SHA_600604,Shanghai Shibei Hi-Tech Co Ltd (600604)
GOOG/SHA_600605,"Shanghai Huitong Energy Co.,Ltd (600605)"
GOOG/SHA_600606,"Shanghai Jinfeng Investment Co., Ltd (600606)"
GOOG/SHA_600608,"Shanghai Broadband Technology Co., Ltd (600608)"
GOOG/SHA_600609,"Shenyang Jinbei Automotive Co., Ltd. (600609)"
GOOG/SHA_600610,Shanghai Zhongyida Co Ltd (600610)
GOOG/SHA_600611,Dazhong Transportation (Group) Co. Ltd. (600611)
GOOG/SHA_600612,Lao Feng Xiang Co Ltd (600612)
GOOG/SHA_600613,Shanghai Shenqi Pharmactcl Inv Mgt CoLtd (600613)
GOOG/SHA_600614,Shanghai Dingli Technology Development (600614)
GOOG/SHA_600615,"Shanghai Fenghwa Group Co.,Ltd. (600615)"
GOOG/SHA_600616,ShangHai JinFeng Wine Company Limited (600616)
GOOG/SHA_600617,Shanxi Guoxin Energy Co Ltd (600617)
GOOG/SHA_600618,"Shanghai Chlor-Alkali Chemical Co., Ltd. (600618)"
GOOG/SHA_600619,Shanghai Highly (Group) Co Ltd (600619)
GOOG/SHA_600620,"Shanghai Tianchen Co., Ltd (600620)"
GOOG/SHA_600621,Shanghai Chinafortune Co Ltd (600621)
GOOG/SHA_600622,Shanghai Jiabao Industry &amp; Commerce Co. (600622)
GOOG/SHA_600623,Double Coin Holdings Ltd. (600623)
GOOG/SHA_600624,Shanghai Fudan Forward S&amp;T Co Ltd (600624)
GOOG/SHA_600626,"Shanghai Shenda Co., Ltd (600626)"
GOOG/SHA_600628,"Shanghai New World Co., Ltd. (600628)"
GOOG/SHA_600629,"Shanghai Lengguang Industrial Co., Ltd (600629)"
GOOG/SHA_600630,Shanghai Dragon Corporation (600630)
GOOG/SHA_600633,Zhejiang Daily Media Group Co Ltd (600633)
GOOG/SHA_600634,Shanghai Zhongji Investment Hldg Co Ltd (600634)
GOOG/SHA_600635,Shanghai DaZhong Public Utlts Gp Co Ltd (600635)
GOOG/SHA_600636,Shanghai 3F New Materials Company Ltd (600636)
GOOG/SHA_600637,Bestv New Media Co Ltd (600637)
GOOG/SHA_600638,Shanghai New Huang Pu Real Estate Co. (600638)
GOOG/SHA_600639,Shanghai Jinqiao Export Processing Zone (600639)
GOOG/SHA_600640,Besttone Holding Co Ltd (600640)
GOOG/SHA_600641,Shanghai Wanye Enterprises Co Ltd (600641)
GOOG/SHA_600642,Shenergy Company Limited (600642)
GOOG/SHA_600643,Shanghai AJ Corporation (600643)
GOOG/SHA_600644,"Leshan Electric Power Co., Ltd (600644)"
GOOG/SHA_600645,Zhongyuan Union Cell &amp; Gene Eng Corp Ltd (600645)
GOOG/SHA_600647,"Shanghai Tongda Venture Capital Co.,Ltd. (600647)"
GOOG/SHA_600648,Shanghai Wai Gao Qiao Free Trade Zone (600648)
GOOG/SHA_600649,"Shanghai Chengtou Holding Co.,Ltd (600649)"
GOOG/SHA_600650,Shanghai Jin Jiang Intl Indu Inv Co Ltd (600650)
GOOG/SHA_600651,"Shanghai Feilo Acoustics Co., Ltd (600651)"
GOOG/SHA_600652,Shanghai U9 Game Co Ltd (600652)
GOOG/SHA_600653,"Shanghai Shenhua Holdings Co., Ltd. (600653)"
GOOG/SHA_600654,China Security &amp; Fire Co Ltd (600654)
GOOG/SHA_600655,"Shanghai Yuyuan Tourist Mart Co.,Ltd (600655)"
GOOG/SHA_600656,ZhuHai BoYuan Investment Co Ltd (600656)
GOOG/SHA_600657,Cinda Real Estate Co Ltd (600657)
GOOG/SHA_600658,Beijing Electronic Zone Invstmnt&amp;Dvlpmnt (600658)
GOOG/SHA_600660,Fuyao Glass Industry Group Co Ltd (600660)
GOOG/SHA_600661,Shanghai Xin Nanyang Co Ltd (600661)
GOOG/SHA_600662,"Shanghai QiangSheng Holding Co., Ltd (600662)"
GOOG/SHA_600663,Shanghai Lujiazui Finance &amp; Trade Zone (600663)
